Q0 = 1.000 GeV	 Q = 1.732 GeV
x	 x*(uv-dv)	 x*(u+-d+)	 xu+	 xd+	 xu	 xd	 xubar	 xdbar
6.792E-04	2.482E-03	3.719E-03	1.966E-03	-1.753E-03	1.894E-03	-1.207E-03	7.185E-05	-5.466E-04
6.855E-04	2.502E-03	3.748E-03	1.982E-03	-1.766E-03	1.909E-03	-1.216E-03	7.283E-05	-5.502E-04
6.918E-04	2.522E-03	3.778E-03	1.999E-03	-1.779E-03	1.925E-03	-1.225E-03	7.381E-05	-5.539E-04
6.982E-04	2.543E-03	3.808E-03	2.016E-03	-1.792E-03	1.941E-03	-1.234E-03	7.480E-05	-5.577E-04
7.047E-04	2.563E-03	3.838E-03	2.033E-03	-1.805E-03	1.957E-03	-1.243E-03	7.581E-05	-5.614E-04
7.112E-04	2.584E-03	3.868E-03	2.050E-03	-1.818E-03	1.973E-03	-1.253E-03	7.682E-05	-5.652E-04
7.178E-04	2.605E-03	3.898E-03	2.067E-03	-1.831E-03	1.990E-03	-1.262E-03	7.784E-05	-5.690E-04
7.244E-04	2.626E-03	3.929E-03	2.085E-03	-1.844E-03	2.006E-03	-1.271E-03	7.887E-05	-5.728E-04
7.311E-04	2.647E-03	3.960E-03	2.102E-03	-1.857E-03	2.023E-03	-1.281E-03	7.992E-05	-5.766E-04
7.379E-04	2.668E-03	3.991E-03	2.120E-03	-1.871E-03	2.039E-03	-1.290E-03	8.097E-05	-5.805E-04
7.447E-04	2.690E-03	4.023E-03	2.138E-03	-1.884E-03	2.056E-03	-1.300E-03	8.204E-05	-5.844E-04
7.516E-04	2.711E-03	4.054E-03	2.156E-03	-1.898E-03	2.073E-03	-1.310E-03	8.311E-05	-5.884E-04
7.586E-04	2.733E-03	4.086E-03	2.174E-03	-1.912E-03	2.090E-03	-1.320E-03	8.419E-05	-5.923E-04
7.656E-04	2.755E-03	4.119E-03	2.193E-03	-1.926E-03	2.108E-03	-1.329E-03	8.529E-05	-5.963E-04
7.727E-04	2.778E-03	4.151E-03	2.211E-03	-1.940E-03	2.125E-03	-1.339E-03	8.640E-05	-6.004E-04
7.798E-04	2.800E-03	4.184E-03	2.230E-03	-1.954E-03	2.142E-03	-1.349E-03	8.751E-05	-6.044E-04
7.870E-04	2.823E-03	4.217E-03	2.249E-03	-1.968E-03	2.160E-03	-1.359E-03	8.864E-05	-6.085E-04
7.943E-04	2.845E-03	4.250E-03	2.268E-03	-1.982E-03	2.178E-03	-1.370E-03	8.978E-05	-6.126E-04
8.017E-04	2.868E-03	4.284E-03	2.287E-03	-1.997E-03	2.196E-03	-1.380E-03	9.093E-05	-6.167E-04
8.091E-04	2.891E-03	4.317E-03	2.306E-03	-2.011E-03	2.214E-03	-1.390E-03	9.209E-05	-6.209E-04
8.166E-04	2.915E-03	4.352E-03	2.326E-03	-2.026E-03	2.233E-03	-1.401E-03	9.327E-05	-6.251E-04
8.241E-04	2.938E-03	4.386E-03	2.345E-03	-2.040E-03	2.251E-03	-1.411E-03	9.445E-05	-6.293E-04
8.318E-04	2.962E-03	4.421E-03	2.365E-03	-2.055E-03	2.270E-03	-1.422E-03	9.565E-05	-6.336E-04
8.395E-04	2.986E-03	4.455E-03	2.385E-03	-2.070E-03	2.288E-03	-1.432E-03	9.686E-05	-6.379E-04
8.472E-04	3.010E-03	4.491E-03	2.405E-03	-2.085E-03	2.307E-03	-1.443E-03	9.807E-05	-6.422E-04
8.551E-04	3.034E-03	4.526E-03	2.426E-03	-2.101E-03	2.326E-03	-1.454E-03	9.931E-05	-6.465E-04
8.630E-04	3.059E-03	4.562E-03	2.446E-03	-2.116E-03	2.346E-03	-1.465E-03	1.005E-04	-6.509E-04
8.710E-04	3.084E-03	4.598E-03	2.467E-03	-2.131E-03	2.365E-03	-1.476E-03	1.018E-04	-6.553E-04
8.790E-04	3.109E-03	4.634E-03	2.488E-03	-2.147E-03	2.384E-03	-1.487E-03	1.031E-04	-6.598E-04
8.872E-04	3.134E-03	4.671E-03	2.509E-03	-2.162E-03	2.404E-03	-1.498E-03	1.044E-04	-6.643E-04
8.954E-04	3.159E-03	4.708E-03	2.530E-03	-2.178E-03	2.424E-03	-1.509E-03	1.056E-04	-6.688E-04
9.036E-04	3.185E-03	4.745E-03	2.551E-03	-2.194E-03	2.444E-03	-1.521E-03	1.070E-04	-6.733E-04
9.120E-04	3.210E-03	4.783E-03	2.573E-03	-2.210E-03	2.464E-03	-1.532E-03	1.083E-04	-6.779E-04
9.204E-04	3.236E-03	4.820E-03	2.594E-03	-2.226E-03	2.485E-03	-1.544E-03	1.096E-04	-6.825E-04
9.290E-04	3.262E-03	4.859E-03	2.616E-03	-2.242E-03	2.505E-03	-1.555E-03	1.109E-04	-6.872E-04
9.376E-04	3.289E-03	4.897E-03	2.638E-03	-2.259E-03	2.526E-03	-1.567E-03	1.123E-04	-6.918E-04
9.462E-04	3.315E-03	4.936E-03	2.660E-03	-2.275E-03	2.547E-03	-1.579E-03	1.137E-04	-6.965E-04
9.550E-04	3.342E-03	4.975E-03	2.683E-03	-2.292E-03	2.568E-03	-1.591E-03	1.151E-04	-7.013E-04
9.638E-04	3.369E-03	5.014E-03	2.706E-03	-2.309E-03	2.589E-03	-1.603E-03	1.164E-04	-7.061E-04
9.727E-04	3.397E-03	5.054E-03	2.728E-03	-2.326E-03	2.610E-03	-1.615E-03	1.179E-04	-7.109E-04
9.817E-04	3.424E-03	5.094E-03	2.751E-03	-2.343E-03	2.632E-03	-1.627E-03	1.193E-04	-7.157E-04
9.908E-04	3.452E-03	5.134E-03	2.775E-03	-2.360E-03	2.654E-03	-1.639E-03	1.207E-04	-7.206E-04
1.000E-03	3.480E-03	5.175E-03	2.798E-03	-2.377E-03	2.676E-03	-1.652E-03	1.222E-04	-7.255E-04
1.009E-03	3.508E-03	5.216E-03	2.822E-03	-2.395E-03	2.698E-03	-1.664E-03	1.236E-04	-7.305E-04
1.019E-03	3.536E-03	5.257E-03	2.845E-03	-2.412E-03	2.720E-03	-1.677E-03	1.251E-04	-7.355E-04
1.028E-03	3.565E-03	5.299E-03	2.869E-03	-2.430E-03	2.743E-03	-1.689E-03	1.266E-04	-7.405E-04
1.038E-03	3.594E-03	5.341E-03	2.894E-03	-2.448E-03	2.765E-03	-1.702E-03	1.281E-04	-7.456E-04
1.047E-03	3.623E-03	5.383E-03	2.918E-03	-2.466E-03	2.788E-03	-1.715E-03	1.296E-04	-7.507E-04
1.057E-03	3.652E-03	5.426E-03	2.943E-03	-2.484E-03	2.811E-03	-1.728E-03	1.312E-04	-7.558E-04
1.067E-03	3.682E-03	5.469E-03	2.967E-03	-2.502E-03	2.835E-03	-1.741E-03	1.327E-04	-7.610E-04
1.076E-03	3.712E-03	5.513E-03	2.992E-03	-2.520E-03	2.858E-03	-1.754E-03	1.343E-04	-7.662E-04
1.086E-03	3.742E-03	5.556E-03	3.018E-03	-2.539E-03	2.882E-03	-1.767E-03	1.359E-04	-7.715E-04
1.096E-03	3.772E-03	5.600E-03	3.043E-03	-2.557E-03	2.906E-03	-1.781E-03	1.375E-04	-7.768E-04
1.107E-03	3.803E-03	5.645E-03	3.069E-03	-2.576E-03	2.930E-03	-1.794E-03	1.391E-04	-7.821E-04
1.117E-03	3.833E-03	5.690E-03	3.094E-03	-2.595E-03	2.954E-03	-1.808E-03	1.407E-04	-7.875E-04
1.127E-03	3.864E-03	5.735E-03	3.121E-03	-2.614E-03	2.978E-03	-1.821E-03	1.423E-04	-7.929E-04
1.138E-03	3.896E-03	5.780E-03	3.147E-03	-2.634E-03	3.003E-03	-1.835E-03	1.440E-04	-7.983E-04
1.148E-03	3.927E-03	5.826E-03	3.173E-03	-2.653E-03	3.028E-03	-1.849E-03	1.457E-04	-8.038E-04
1.159E-03	3.959E-03	5.873E-03	3.200E-03	-2.673E-03	3.053E-03	-1.863E-03	1.474E-04	-8.093E-04
1.169E-03	3.991E-03	5.919E-03	3.227E-03	-2.692E-03	3.078E-03	-1.877E-03	1.491E-04	-8.149E-04
1.180E-03	4.024E-03	5.966E-03	3.254E-03	-2.712E-03	3.103E-03	-1.892E-03	1.508E-04	-8.205E-04
1.191E-03	4.056E-03	6.014E-03	3.282E-03	-2.732E-03	3.129E-03	-1.906E-03	1.525E-04	-8.261E-04
1.202E-03	4.089E-03	6.062E-03	3.309E-03	-2.752E-03	3.155E-03	-1.920E-03	1.543E-04	-8.318E-04
1.213E-03	4.123E-03	6.110E-03	3.337E-03	-2.773E-03	3.181E-03	-1.935E-03	1.560E-04	-8.376E-04
1.225E-03	4.156E-03	6.158E-03	3.365E-03	-2.793E-03	3.208E-03	-1.950E-03	1.578E-04	-8.433E-04
1.236E-03	4.190E-03	6.207E-03	3.394E-03	-2.814E-03	3.234E-03	-1.964E-03	1.596E-04	-8.492E-04
1.247E-03	4.224E-03	6.257E-03	3.422E-03	-2.834E-03	3.261E-03	-1.979E-03	1.615E-04	-8.550E-04
1.259E-03	4.258E-03	6.306E-03	3.451E-03	-2.855E-03	3.288E-03	-1.994E-03	1.633E-04	-8.609E-04
1.271E-03	4.293E-03	6.357E-03	3.480E-03	-2.876E-03	3.315E-03	-2.010E-03	1.652E-04	-8.669E-04
1.282E-03	4.327E-03	6.407E-03	3.510E-03	-2.898E-03	3.342E-03	-2.025E-03	1.670E-04	-8.729E-04
1.294E-03	4.363E-03	6.458E-03	3.539E-03	-2.919E-03	3.370E-03	-2.040E-03	1.689E-04	-8.789E-04
1.306E-03	4.398E-03	6.510E-03	3.569E-03	-2.941E-03	3.398E-03	-2.056E-03	1.708E-04	-8.850E-04
1.318E-03	4.434E-03	6.561E-03	3.599E-03	-2.963E-03	3.426E-03	-2.071E-03	1.728E-04	-8.911E-04
1.330E-03	4.470E-03	6.614E-03	3.629E-03	-2.984E-03	3.455E-03	-2.087E-03	1.747E-04	-8.973E-04
1.343E-03	4.506E-03	6.666E-03	3.660E-03	-3.007E-03	3.483E-03	-2.103E-03	1.767E-04	-9.035E-04
1.355E-03	4.543E-03	6.720E-03	3.691E-03	-3.029E-03	3.512E-03	-2.119E-03	1.787E-04	-9.098E-04
1.368E-03	4.580E-03	6.773E-03	3.722E-03	-3.051E-03	3.541E-03	-2.135E-03	1.807E-04	-9.161E-04
1.380E-03	4.617E-03	6.827E-03	3.753E-03	-3.074E-03	3.570E-03	-2.152E-03	1.827E-04	-9.224E-04
1.393E-03	4.654E-03	6.881E-03	3.785E-03	-3.097E-03	3.600E-03	-2.168E-03	1.847E-04	-9.288E-04
1.406E-03	4.692E-03	6.936E-03	3.817E-03	-3.120E-03	3.630E-03	-2.185E-03	1.868E-04	-9.353E-04
1.419E-03	4.730E-03	6.992E-03	3.849E-03	-3.143E-03	3.660E-03	-2.201E-03	1.888E-04	-9.418E-04
1.432E-03	4.769E-03	7.047E-03	3.881E-03	-3.166E-03	3.690E-03	-2.218E-03	1.909E-04	-9.483E-04
1.445E-03	4.808E-03	7.104E-03	3.914E-03	-3.190E-03	3.721E-03	-2.235E-03	1.931E-04	-9.549E-04
1.459E-03	4.847E-03	7.160E-03	3.947E-03	-3.214E-03	3.752E-03	-2.252E-03	1.952E-04	-9.616E-04
1.472E-03	4.886E-03	7.217E-03	3.980E-03	-3.237E-03	3.783E-03	-2.269E-03	1.974E-04	-9.682E-04
1.486E-03	4.926E-03	7.275E-03	4.014E-03	-3.262E-03	3.814E-03	-2.287E-03	1.995E-04	-9.750E-04
1.500E-03	4.966E-03	7.333E-03	4.047E-03	-3.286E-03	3.846E-03	-2.304E-03	2.017E-04	-9.818E-04
1.514E-03	5.007E-03	7.392E-03	4.081E-03	-3.310E-03	3.877E-03	-2.322E-03	2.039E-04	-9.886E-04
1.528E-03	5.047E-03	7.451E-03	4.116E-03	-3.335E-03	3.910E-03	-2.339E-03	2.062E-04	-9.955E-04
1.542E-03	5.088E-03	7.510E-03	4.150E-03	-3.360E-03	3.942E-03	-2.357E-03	2.084E-04	-1.002E-03
1.556E-03	5.130E-03	7.570E-03	4.185E-03	-3.385E-03	3.975E-03	-2.375E-03	2.107E-04	-1.009E-03
1.570E-03	5.172E-03	7.631E-03	4.221E-03	-3.410E-03	4.008E-03	-2.393E-03	2.130E-04	-1.017E-03
1.585E-03	5.214E-03	7.692E-03	4.256E-03	-3.435E-03	4.041E-03	-2.412E-03	2.153E-04	-1.024E-03
1.600E-03	5.256E-03	7.753E-03	4.292E-03	-3.461E-03	4.074E-03	-2.430E-03	2.177E-04	-1.031E-03
1.614E-03	5.299E-03	7.815E-03	4.328E-03	-3.487E-03	4.108E-03	-2.449E-03	2.201E-04	-1.038E-03
1.629E-03	5.342E-03	7.878E-03	4.365E-03	-3.513E-03	4.142E-03	-2.468E-03	2.224E-04	-1.045E-03
1.644E-03	5.386E-03	7.941E-03	4.401E-03	-3.539E-03	4.176E-03	-2.487E-03	2.249E-04	-1.053E-03
1.660E-03	5.430E-03	8.004E-03	4.438E-03	-3.566E-03	4.211E-03	-2.506E-03	2.273E-04	-1.060E-03
1.675E-03	5.474E-03	8.068E-03	4.476E-03	-3.592E-03	4.246E-03	-2.525E-03	2.297E-04	-1.067E-03
1.690E-03	5.519E-03	8.133E-03	4.513E-03	-3.619E-03	4.281E-03	-2.544E-03	2.322E-04	-1.075E-03
1.706E-03	5.563E-03	8.198E-03	4.551E-03	-3.646E-03	4.317E-03	-2.564E-03	2.347E-04	-1.082E-03
1.722E-03	5.609E-03	8.263E-03	4.590E-03	-3.673E-03	4.353E-03	-2.584E-03	2.373E-04	-1.090E-03
1.738E-03	5.655E-03	8.329E-03	4.628E-03	-3.701E-03	4.389E-03	-2.603E-03	2.398E-04	-1.098E-03
1.754E-03	5.701E-03	8.396E-03	4.667E-03	-3.729E-03	4.425E-03	-2.623E-03	2.424E-04	-1.105E-03
1.770E-03	5.747E-03	8.463E-03	4.707E-03	-3.757E-03	4.462E-03	-2.644E-03	2.450E-04	-1.113E-03
1.786E-03	5.794E-03	8.531E-03	4.746E-03	-3.785E-03	4.499E-03	-2.664E-03	2.476E-04	-1.121E-03
1.803E-03	5.841E-03	8.599E-03	4.786E-03	-3.813E-03	4.536E-03	-2.684E-03	2.502E-04	-1.129E-03
1.820E-03	5.889E-03	8.668E-03	4.827E-03	-3.842E-03	4.574E-03	-2.705E-03	2.529E-04	-1.137E-03
1.837E-03	5.937E-03	8.738E-03	4.867E-03	-3.871E-03	4.612E-03	-2.726E-03	2.556E-04	-1.145E-03
1.854E-03	5.986E-03	8.808E-03	4.908E-03	-3.900E-03	4.650E-03	-2.747E-03	2.583E-04	-1.153E-03
1.871E-03	6.035E-03	8.878E-03	4.950E-03	-3.929E-03	4.689E-03	-2.768E-03	2.611E-04	-1.161E-03
1.888E-03	6.084E-03	8.950E-03	4.991E-03	-3.958E-03	4.727E-03	-2.789E-03	2.638E-04	-1.169E-03
1.905E-03	6.134E-03	9.021E-03	5.033E-03	-3.988E-03	4.767E-03	-2.811E-03	2.666E-04	-1.177E-03
1.923E-03	6.184E-03	9.094E-03	5.076E-03	-4.018E-03	4.806E-03	-2.832E-03	2.694E-04	-1.186E-03
1.941E-03	6.234E-03	9.167E-03	5.118E-03	-4.048E-03	4.846E-03	-2.854E-03	2.723E-04	-1.194E-03
1.959E-03	6.285E-03	9.240E-03	5.162E-03	-4.079E-03	4.886E-03	-2.876E-03	2.752E-04	-1.202E-03
1.977E-03	6.336E-03	9.314E-03	5.205E-03	-4.109E-03	4.927E-03	-2.898E-03	2.781E-04	-1.211E-03
1.995E-03	6.388E-03	9.389E-03	5.249E-03	-4.140E-03	4.968E-03	-2.921E-03	2.810E-04	-1.219E-03
2.014E-03	6.440E-03	9.465E-03	5.293E-03	-4.172E-03	5.009E-03	-2.943E-03	2.839E-04	-1.228E-03
2.032E-03	6.493E-03	9.541E-03	5.338E-03	-4.203E-03	5.051E-03	-2.966E-03	2.869E-04	-1.237E-03
2.051E-03	6.546E-03	9.617E-03	5.383E-03	-4.235E-03	5.093E-03	-2.989E-03	2.899E-04	-1.246E-03
2.070E-03	6.600E-03	9.694E-03	5.428E-03	-4.267E-03	5.135E-03	-3.012E-03	2.930E-04	-1.254E-03
2.089E-03	6.654E-03	9.772E-03	5.474E-03	-4.299E-03	5.178E-03	-3.035E-03	2.960E-04	-1.263E-03
2.109E-03	6.708E-03	9.851E-03	5.520E-03	-4.331E-03	5.221E-03	-3.059E-03	2.991E-04	-1.272E-03
2.128E-03	6.763E-03	9.930E-03	5.566E-03	-4.364E-03	5.264E-03	-3.083E-03	3.022E-04	-1.281E-03
2.148E-03	6.818E-03	1.001E-02	5.613E-03	-4.397E-03	5.308E-03	-3.106E-03	3.054E-04	-1.290E-03
2.168E-03	6.874E-03	1.009E-02	5.660E-03	-4.430E-03	5.352E-03	-3.130E-03	3.086E-04	-1.300E-03
2.188E-03	6.930E-03	1.017E-02	5.708E-03	-4.463E-03	5.396E-03	-3.155E-03	3.118E-04	-1.309E-03
2.208E-03	6.987E-03	1.025E-02	5.756E-03	-4.497E-03	5.441E-03	-3.179E-03	3.150E-04	-1.318E-03
2.228E-03	7.044E-03	1.034E-02	5.805E-03	-4.531E-03	5.486E-03	-3.204E-03	3.183E-04	-1.327E-03
2.249E-03	7.102E-03	1.042E-02	5.854E-03	-4.565E-03	5.532E-03	-3.229E-03	3.216E-04	-1.337E-03
2.270E-03	7.160E-03	1.050E-02	5.903E-03	-4.600E-03	5.578E-03	-3.254E-03	3.249E-04	-1.346E-03
2.291E-03	7.219E-03	1.059E-02	5.953E-03	-4.635E-03	5.624E-03	-3.279E-03	3.282E-04	-1.356E-03
2.312E-03	7.278E-03	1.067E-02	6.003E-03	-4.670E-03	5.671E-03	-3.304E-03	3.316E-04	-1.366E-03
2.333E-03	7.338E-03	1.076E-02	6.053E-03	-4.705E-03	5.718E-03	-3.330E-03	3.351E-04	-1.375E-03
2.355E-03	7.398E-03	1.085E-02	6.104E-03	-4.741E-03	5.766E-03	-3.356E-03	3.385E-04	-1.385E-03
2.377E-03	7.458E-03	1.093E-02	6.156E-03	-4.777E-03	5.814E-03	-3.382E-03	3.420E-04	-1.395E-03
2.399E-03	7.520E-03	1.102E-02	6.208E-03	-4.813E-03	5.862E-03	-3.408E-03	3.455E-04	-1.405E-03
2.421E-03	7.581E-03	1.111E-02	6.260E-03	-4.849E-03	5.911E-03	-3.434E-03	3.490E-04	-1.415E-03
2.443E-03	7.643E-03	1.120E-02	6.313E-03	-4.886E-03	5.960E-03	-3.461E-03	3.526E-04	-1.425E-03
2.466E-03	7.706E-03	1.129E-02	6.366E-03	-4.923E-03	6.010E-03	-3.488E-03	3.562E-04	-1.435E-03
2.489E-03	7.769E-03	1.138E-02	6.419E-03	-4.961E-03	6.060E-03	-3.515E-03	3.599E-04	-1.446E-03
2.512E-03	7.833E-03	1.147E-02	6.473E-03	-4.998E-03	6.110E-03	-3.543E-03	3.635E-04	-1.456E-03
2.535E-03	7.897E-03	1.156E-02	6.528E-03	-5.036E-03	6.161E-03	-3.570E-03	3.673E-04	-1.466E-03
2.559E-03	7.962E-03	1.166E-02	6.583E-03	-5.075E-03	6.212E-03	-3.598E-03	3.710E-04	-1.477E-03
2.582E-03	8.027E-03	1.175E-02	6.639E-03	-5.113E-03	6.264E-03	-3.626E-03	3.748E-04	-1.487E-03
2.606E-03	8.093E-03	1.185E-02	6.694E-03	-5.152E-03	6.316E-03	-3.654E-03	3.786E-04	-1.498E-03
2.630E-03	8.160E-03	1.194E-02	6.751E-03	-5.191E-03	6.368E-03	-3.683E-03	3.824E-04	-1.509E-03
2.655E-03	8.227E-03	1.204E-02	6.808E-03	-5.231E-03	6.421E-03	-3.711E-03	3.863E-04	-1.520E-03
2.679E-03	8.294E-03	1.214E-02	6.865E-03	-5.271E-03	6.475E-03	-3.740E-03	3.902E-04	-1.531E-03
2.704E-03	8.363E-03	1.223E-02	6.923E-03	-5.311E-03	6.529E-03	-3.769E-03	3.942E-04	-1.542E-03
2.729E-03	8.431E-03	1.233E-02	6.981E-03	-5.351E-03	6.583E-03	-3.799E-03	3.982E-04	-1.553E-03
2.754E-03	8.500E-03	1.243E-02	7.040E-03	-5.392E-03	6.638E-03	-3.828E-03	4.022E-04	-1.564E-03
2.780E-03	8.570E-03	1.253E-02	7.100E-03	-5.433E-03	6.693E-03	-3.858E-03	4.063E-04	-1.575E-03
2.805E-03	8.641E-03	1.263E-02	7.159E-03	-5.475E-03	6.749E-03	-3.888E-03	4.103E-04	-1.586E-03
2.831E-03	8.712E-03	1.274E-02	7.220E-03	-5.516E-03	6.805E-03	-3.919E-03	4.145E-04	-1.598E-03
2.858E-03	8.783E-03	1.284E-02	7.281E-03	-5.559E-03	6.862E-03	-3.949E-03	4.187E-04	-1.609E-03
2.884E-03	8.856E-03	1.294E-02	7.342E-03	-5.601E-03	6.919E-03	-3.980E-03	4.229E-04	-1.621E-03
2.911E-03	8.929E-03	1.305E-02	7.404E-03	-5.644E-03	6.977E-03	-4.011E-03	4.271E-04	-1.633E-03
2.938E-03	9.002E-03	1.315E-02	7.466E-03	-5.687E-03	7.035E-03	-4.043E-03	4.314E-04	-1.644E-03
2.965E-03	9.076E-03	1.326E-02	7.529E-03	-5.730E-03	7.094E-03	-4.074E-03	4.357E-04	-1.656E-03
2.992E-03	9.151E-03	1.337E-02	7.593E-03	-5.774E-03	7.153E-03	-4.106E-03	4.401E-04	-1.668E-03
3.020E-03	9.226E-03	1.348E-02	7.657E-03	-5.818E-03	7.212E-03	-4.138E-03	4.445E-04	-1.680E-03
3.048E-03	9.302E-03	1.358E-02	7.721E-03	-5.863E-03	7.273E-03	-4.171E-03	4.489E-04	-1.692E-03
3.076E-03	9.379E-03	1.369E-02	7.787E-03	-5.908E-03	7.333E-03	-4.203E-03	4.534E-04	-1.705E-03
3.105E-03	9.456E-03	1.381E-02	7.852E-03	-5.953E-03	7.394E-03	-4.236E-03	4.579E-04	-1.717E-03
3.133E-03	9.534E-03	1.392E-02	7.918E-03	-5.999E-03	7.456E-03	-4.269E-03	4.625E-04	-1.729E-03
3.162E-03	9.612E-03	1.403E-02	7.985E-03	-6.045E-03	7.518E-03	-4.303E-03	4.671E-04	-1.742E-03
3.192E-03	9.691E-03	1.414E-02	8.053E-03	-6.091E-03	7.581E-03	-4.337E-03	4.718E-04	-1.754E-03
3.221E-03	9.771E-03	1.426E-02	8.121E-03	-6.138E-03	7.644E-03	-4.371E-03	4.765E-04	-1.767E-03
3.251E-03	9.852E-03	1.437E-02	8.189E-03	-6.185E-03	7.708E-03	-4.405E-03	4.812E-04	-1.780E-03
3.281E-03	9.933E-03	1.449E-02	8.258E-03	-6.232E-03	7.772E-03	-4.440E-03	4.860E-04	-1.793E-03
3.311E-03	1.001E-02	1.461E-02	8.328E-03	-6.280E-03	7.837E-03	-4.474E-03	4.908E-04	-1.806E-03
3.342E-03	1.010E-02	1.473E-02	8.398E-03	-6.328E-03	7.903E-03	-4.510E-03	4.957E-04	-1.819E-03
3.373E-03	1.018E-02	1.485E-02	8.469E-03	-6.377E-03	7.968E-03	-4.545E-03	5.006E-04	-1.832E-03
3.404E-03	1.026E-02	1.497E-02	8.540E-03	-6.426E-03	8.035E-03	-4.581E-03	5.055E-04	-1.845E-03
3.436E-03	1.035E-02	1.509E-02	8.613E-03	-6.476E-03	8.102E-03	-4.617E-03	5.105E-04	-1.859E-03
3.467E-03	1.043E-02	1.521E-02	8.685E-03	-6.525E-03	8.170E-03	-4.653E-03	5.155E-04	-1.872E-03
3.499E-03	1.052E-02	1.533E-02	8.759E-03	-6.576E-03	8.238E-03	-4.690E-03	5.206E-04	-1.886E-03
3.532E-03	1.061E-02	1.546E-02	8.833E-03	-6.626E-03	8.307E-03	-4.726E-03	5.258E-04	-1.900E-03
3.565E-03	1.070E-02	1.558E-02	8.907E-03	-6.677E-03	8.376E-03	-4.764E-03	5.309E-04	-1.914E-03
3.597E-03	1.078E-02	1.571E-02	8.982E-03	-6.729E-03	8.446E-03	-4.801E-03	5.362E-04	-1.928E-03
3.631E-03	1.087E-02	1.584E-02	9.058E-03	-6.781E-03	8.517E-03	-4.839E-03	5.414E-04	-1.942E-03
3.664E-03	1.096E-02	1.597E-02	9.135E-03	-6.833E-03	8.588E-03	-4.877E-03	5.467E-04	-1.956E-03
3.698E-03	1.105E-02	1.610E-02	9.212E-03	-6.886E-03	8.660E-03	-4.915E-03	5.521E-04	-1.970E-03
3.733E-03	1.114E-02	1.623E-02	9.290E-03	-6.939E-03	8.732E-03	-4.954E-03	5.575E-04	-1.984E-03
3.767E-03	1.124E-02	1.636E-02	9.368E-03	-6.992E-03	8.805E-03	-4.993E-03	5.630E-04	-1.999E-03
3.802E-03	1.133E-02	1.649E-02	9.447E-03	-7.046E-03	8.879E-03	-5.033E-03	5.685E-04	-2.014E-03
3.837E-03	1.142E-02	1.663E-02	9.527E-03	-7.101E-03	8.953E-03	-5.072E-03	5.741E-04	-2.028E-03
3.873E-03	1.152E-02	1.676E-02	9.607E-03	-7.155E-03	9.028E-03	-5.112E-03	5.797E-04	-2.043E-03
3.908E-03	1.161E-02	1.690E-02	9.689E-03	-7.211E-03	9.103E-03	-5.153E-03	5.853E-04	-2.058E-03
3.945E-03	1.171E-02	1.704E-02	9.770E-03	-7.267E-03	9.179E-03	-5.193E-03	5.910E-04	-2.073E-03
3.981E-03	1.181E-02	1.718E-02	9.853E-03	-7.323E-03	9.256E-03	-5.234E-03	5.968E-04	-2.088E-03
4.018E-03	1.190E-02	1.732E-02	9.936E-03	-7.379E-03	9.334E-03	-5.276E-03	6.026E-04	-2.104E-03
4.055E-03	1.200E-02	1.746E-02	1.002E-02	-7.437E-03	9.412E-03	-5.318E-03	6.085E-04	-2.119E-03
4.093E-03	1.210E-02	1.760E-02	1.010E-02	-7.494E-03	9.490E-03	-5.360E-03	6.144E-04	-2.135E-03
4.130E-03	1.220E-02	1.774E-02	1.019E-02	-7.552E-03	9.570E-03	-5.402E-03	6.204E-04	-2.150E-03
4.169E-03	1.230E-02	1.789E-02	1.028E-02	-7.611E-03	9.650E-03	-5.445E-03	6.264E-04	-2.166E-03
4.207E-03	1.240E-02	1.803E-02	1.036E-02	-7.670E-03	9.731E-03	-5.488E-03	6.325E-04	-2.182E-03
4.246E-03	1.251E-02	1.818E-02	1.045E-02	-7.729E-03	9.812E-03	-5.531E-03	6.386E-04	-2.198E-03
4.285E-03	1.261E-02	1.833E-02	1.054E-02	-7.789E-03	9.894E-03	-5.575E-03	6.448E-04	-2.214E-03
4.325E-03	1.271E-02	1.848E-02	1.063E-02	-7.850E-03	9.977E-03	-5.619E-03	6.510E-04	-2.230E-03
4.365E-03	1.282E-02	1.863E-02	1.072E-02	-7.910E-03	1.006E-02	-5.664E-03	6.573E-04	-2.247E-03
4.406E-03	1.293E-02	1.878E-02	1.081E-02	-7.972E-03	1.015E-02	-5.709E-03	6.637E-04	-2.263E-03
4.446E-03	1.303E-02	1.893E-02	1.090E-02	-8.034E-03	1.023E-02	-5.754E-03	6.701E-04	-2.280E-03
4.487E-03	1.314E-02	1.909E-02	1.099E-02	-8.096E-03	1.032E-02	-5.800E-03	6.766E-04	-2.297E-03
4.529E-03	1.325E-02	1.924E-02	1.109E-02	-8.159E-03	1.040E-02	-5.846E-03	6.831E-04	-2.314E-03
4.571E-03	1.336E-02	1.940E-02	1.118E-02	-8.223E-03	1.049E-02	-5.892E-03	6.897E-04	-2.331E-03
4.613E-03	1.347E-02	1.956E-02	1.127E-02	-8.287E-03	1.058E-02	-5.939E-03	6.963E-04	-2.348E-03
4.656E-03	1.358E-02	1.972E-02	1.137E-02	-8.351E-03	1.067E-02	-5.986E-03	7.030E-04	-2.365E-03
