Q0 = 1.000 GeV	 Q = 1.732 GeV
x	 x*(uv-dv)	 x*(u+-d+)	 xu+	 xd+	 xu	 xd	 xubar	 xdbar
6.792E-04	2.638E-03	3.949E-03	2.097E-03	-1.852E-03	2.016E-03	-1.277E-03	8.102E-05	-5.747E-04
6.855E-04	2.659E-03	3.980E-03	2.115E-03	-1.865E-03	2.033E-03	-1.287E-03	8.207E-05	-5.785E-04
6.918E-04	2.680E-03	4.012E-03	2.133E-03	-1.879E-03	2.050E-03	-1.296E-03	8.314E-05	-5.825E-04
6.982E-04	2.702E-03	4.043E-03	2.151E-03	-1.892E-03	2.067E-03	-1.306E-03	8.422E-05	-5.864E-04
7.047E-04	2.724E-03	4.075E-03	2.169E-03	-1.906E-03	2.084E-03	-1.316E-03	8.530E-05	-5.903E-04
7.112E-04	2.746E-03	4.107E-03	2.188E-03	-1.920E-03	2.101E-03	-1.325E-03	8.640E-05	-5.943E-04
7.178E-04	2.768E-03	4.140E-03	2.206E-03	-1.934E-03	2.118E-03	-1.335E-03	8.751E-05	-5.983E-04
7.244E-04	2.790E-03	4.172E-03	2.225E-03	-1.948E-03	2.136E-03	-1.345E-03	8.863E-05	-6.024E-04
7.311E-04	2.813E-03	4.205E-03	2.243E-03	-1.962E-03	2.154E-03	-1.355E-03	8.976E-05	-6.065E-04
7.379E-04	2.836E-03	4.238E-03	2.262E-03	-1.976E-03	2.171E-03	-1.366E-03	9.090E-05	-6.106E-04
7.447E-04	2.858E-03	4.272E-03	2.281E-03	-1.991E-03	2.189E-03	-1.376E-03	9.205E-05	-6.147E-04
7.516E-04	2.881E-03	4.306E-03	2.301E-03	-2.005E-03	2.207E-03	-1.386E-03	9.321E-05	-6.189E-04
7.586E-04	2.905E-03	4.340E-03	2.320E-03	-2.020E-03	2.226E-03	-1.397E-03	9.439E-05	-6.230E-04
7.656E-04	2.928E-03	4.374E-03	2.340E-03	-2.034E-03	2.244E-03	-1.407E-03	9.558E-05	-6.273E-04
7.727E-04	2.952E-03	4.408E-03	2.359E-03	-2.049E-03	2.263E-03	-1.418E-03	9.677E-05	-6.315E-04
7.798E-04	2.976E-03	4.443E-03	2.379E-03	-2.064E-03	2.281E-03	-1.428E-03	9.798E-05	-6.358E-04
7.870E-04	3.000E-03	4.478E-03	2.399E-03	-2.079E-03	2.300E-03	-1.439E-03	9.920E-05	-6.401E-04
7.943E-04	3.024E-03	4.514E-03	2.419E-03	-2.094E-03	2.319E-03	-1.450E-03	1.004E-04	-6.445E-04
8.017E-04	3.048E-03	4.549E-03	2.440E-03	-2.109E-03	2.338E-03	-1.461E-03	1.017E-04	-6.488E-04
8.091E-04	3.073E-03	4.585E-03	2.460E-03	-2.125E-03	2.358E-03	-1.472E-03	1.029E-04	-6.532E-04
8.166E-04	3.098E-03	4.622E-03	2.481E-03	-2.140E-03	2.377E-03	-1.483E-03	1.042E-04	-6.577E-04
8.241E-04	3.123E-03	4.658E-03	2.502E-03	-2.156E-03	2.397E-03	-1.494E-03	1.055E-04	-6.621E-04
8.318E-04	3.148E-03	4.695E-03	2.523E-03	-2.172E-03	2.416E-03	-1.505E-03	1.068E-04	-6.667E-04
8.395E-04	3.173E-03	4.732E-03	2.544E-03	-2.188E-03	2.436E-03	-1.516E-03	1.081E-04	-6.712E-04
8.472E-04	3.199E-03	4.769E-03	2.566E-03	-2.203E-03	2.457E-03	-1.528E-03	1.094E-04	-6.758E-04
8.551E-04	3.225E-03	4.807E-03	2.588E-03	-2.220E-03	2.477E-03	-1.539E-03	1.107E-04	-6.804E-04
8.630E-04	3.251E-03	4.845E-03	2.609E-03	-2.236E-03	2.497E-03	-1.551E-03	1.121E-04	-6.850E-04
8.710E-04	3.277E-03	4.883E-03	2.631E-03	-2.252E-03	2.518E-03	-1.562E-03	1.134E-04	-6.897E-04
8.790E-04	3.304E-03	4.922E-03	2.654E-03	-2.269E-03	2.539E-03	-1.574E-03	1.148E-04	-6.944E-04
8.872E-04	3.330E-03	4.961E-03	2.676E-03	-2.285E-03	2.560E-03	-1.586E-03	1.162E-04	-6.991E-04
8.954E-04	3.357E-03	5.000E-03	2.698E-03	-2.302E-03	2.581E-03	-1.598E-03	1.176E-04	-7.039E-04
9.036E-04	3.385E-03	5.040E-03	2.721E-03	-2.319E-03	2.602E-03	-1.610E-03	1.190E-04	-7.087E-04
9.120E-04	3.412E-03	5.080E-03	2.744E-03	-2.336E-03	2.624E-03	-1.622E-03	1.204E-04	-7.135E-04
9.204E-04	3.440E-03	5.120E-03	2.767E-03	-2.353E-03	2.645E-03	-1.634E-03	1.219E-04	-7.184E-04
9.290E-04	3.467E-03	5.161E-03	2.790E-03	-2.370E-03	2.667E-03	-1.647E-03	1.233E-04	-7.233E-04
9.376E-04	3.495E-03	5.202E-03	2.814E-03	-2.388E-03	2.689E-03	-1.659E-03	1.248E-04	-7.283E-04
9.462E-04	3.524E-03	5.243E-03	2.838E-03	-2.405E-03	2.711E-03	-1.672E-03	1.263E-04	-7.332E-04
9.550E-04	3.552E-03	5.284E-03	2.862E-03	-2.423E-03	2.734E-03	-1.684E-03	1.278E-04	-7.383E-04
9.638E-04	3.581E-03	5.326E-03	2.886E-03	-2.440E-03	2.756E-03	-1.697E-03	1.293E-04	-7.433E-04
9.727E-04	3.610E-03	5.368E-03	2.910E-03	-2.458E-03	2.779E-03	-1.710E-03	1.308E-04	-7.484E-04
9.817E-04	3.639E-03	5.411E-03	2.934E-03	-2.476E-03	2.802E-03	-1.723E-03	1.323E-04	-7.535E-04
9.908E-04	3.669E-03	5.454E-03	2.959E-03	-2.495E-03	2.825E-03	-1.736E-03	1.339E-04	-7.587E-04
1.000E-03	3.698E-03	5.497E-03	2.984E-03	-2.513E-03	2.849E-03	-1.749E-03	1.354E-04	-7.639E-04
1.009E-03	3.728E-03	5.541E-03	3.009E-03	-2.531E-03	2.872E-03	-1.762E-03	1.370E-04	-7.692E-04
1.019E-03	3.758E-03	5.585E-03	3.035E-03	-2.550E-03	2.896E-03	-1.776E-03	1.386E-04	-7.744E-04
1.028E-03	3.789E-03	5.629E-03	3.060E-03	-2.569E-03	2.920E-03	-1.789E-03	1.402E-04	-7.798E-04
1.038E-03	3.820E-03	5.674E-03	3.086E-03	-2.588E-03	2.944E-03	-1.803E-03	1.419E-04	-7.851E-04
1.047E-03	3.851E-03	5.719E-03	3.112E-03	-2.607E-03	2.968E-03	-1.816E-03	1.435E-04	-7.905E-04
1.057E-03	3.882E-03	5.764E-03	3.138E-03	-2.626E-03	2.993E-03	-1.830E-03	1.452E-04	-7.960E-04
1.067E-03	3.913E-03	5.810E-03	3.164E-03	-2.645E-03	3.018E-03	-1.844E-03	1.468E-04	-8.014E-04
1.076E-03	3.945E-03	5.856E-03	3.191E-03	-2.665E-03	3.043E-03	-1.858E-03	1.485E-04	-8.070E-04
1.086E-03	3.977E-03	5.902E-03	3.218E-03	-2.684E-03	3.068E-03	-1.872E-03	1.502E-04	-8.125E-04
1.096E-03	4.009E-03	5.949E-03	3.245E-03	-2.704E-03	3.093E-03	-1.886E-03	1.519E-04	-8.181E-04
1.107E-03	4.042E-03	5.997E-03	3.272E-03	-2.724E-03	3.119E-03	-1.900E-03	1.537E-04	-8.238E-04
1.117E-03	4.074E-03	6.044E-03	3.300E-03	-2.744E-03	3.144E-03	-1.915E-03	1.554E-04	-8.294E-04
1.127E-03	4.107E-03	6.092E-03	3.328E-03	-2.765E-03	3.170E-03	-1.929E-03	1.572E-04	-8.352E-04
1.138E-03	4.141E-03	6.141E-03	3.356E-03	-2.785E-03	3.197E-03	-1.944E-03	1.590E-04	-8.409E-04
1.148E-03	4.174E-03	6.189E-03	3.384E-03	-2.806E-03	3.223E-03	-1.959E-03	1.608E-04	-8.467E-04
1.159E-03	4.208E-03	6.239E-03	3.412E-03	-2.826E-03	3.250E-03	-1.974E-03	1.626E-04	-8.526E-04
1.169E-03	4.242E-03	6.288E-03	3.441E-03	-2.847E-03	3.277E-03	-1.989E-03	1.645E-04	-8.585E-04
1.180E-03	4.277E-03	6.338E-03	3.470E-03	-2.868E-03	3.304E-03	-2.004E-03	1.663E-04	-8.644E-04
1.191E-03	4.311E-03	6.389E-03	3.499E-03	-2.889E-03	3.331E-03	-2.019E-03	1.682E-04	-8.704E-04
1.202E-03	4.346E-03	6.440E-03	3.529E-03	-2.911E-03	3.359E-03	-2.034E-03	1.701E-04	-8.764E-04
1.213E-03	4.382E-03	6.491E-03	3.558E-03	-2.932E-03	3.386E-03	-2.050E-03	1.720E-04	-8.825E-04
1.225E-03	4.417E-03	6.542E-03	3.588E-03	-2.954E-03	3.414E-03	-2.065E-03	1.739E-04	-8.886E-04
1.236E-03	4.453E-03	6.594E-03	3.618E-03	-2.976E-03	3.443E-03	-2.081E-03	1.759E-04	-8.948E-04
1.247E-03	4.489E-03	6.647E-03	3.649E-03	-2.998E-03	3.471E-03	-2.097E-03	1.778E-04	-9.010E-04
1.259E-03	4.526E-03	6.700E-03	3.680E-03	-3.020E-03	3.500E-03	-2.113E-03	1.798E-04	-9.072E-04
1.271E-03	4.563E-03	6.753E-03	3.711E-03	-3.043E-03	3.529E-03	-2.129E-03	1.818E-04	-9.135E-04
1.282E-03	4.600E-03	6.807E-03	3.742E-03	-3.065E-03	3.558E-03	-2.145E-03	1.838E-04	-9.199E-04
1.294E-03	4.637E-03	6.861E-03	3.773E-03	-3.088E-03	3.587E-03	-2.162E-03	1.859E-04	-9.263E-04
1.306E-03	4.675E-03	6.916E-03	3.805E-03	-3.111E-03	3.617E-03	-2.178E-03	1.879E-04	-9.327E-04
1.318E-03	4.713E-03	6.971E-03	3.837E-03	-3.134E-03	3.647E-03	-2.195E-03	1.900E-04	-9.392E-04
1.330E-03	4.751E-03	7.027E-03	3.869E-03	-3.157E-03	3.677E-03	-2.212E-03	1.921E-04	-9.457E-04
1.343E-03	4.790E-03	7.083E-03	3.902E-03	-3.181E-03	3.708E-03	-2.228E-03	1.942E-04	-9.523E-04
1.355E-03	4.829E-03	7.139E-03	3.935E-03	-3.204E-03	3.738E-03	-2.245E-03	1.963E-04	-9.589E-04
1.368E-03	4.868E-03	7.196E-03	3.968E-03	-3.228E-03	3.769E-03	-2.263E-03	1.985E-04	-9.656E-04
1.380E-03	4.907E-03	7.253E-03	4.001E-03	-3.252E-03	3.800E-03	-2.280E-03	2.007E-04	-9.724E-04
1.393E-03	4.947E-03	7.311E-03	4.035E-03	-3.276E-03	3.832E-03	-2.297E-03	2.029E-04	-9.791E-04
1.406E-03	4.987E-03	7.370E-03	4.069E-03	-3.301E-03	3.864E-03	-2.315E-03	2.051E-04	-9.860E-04
1.419E-03	5.028E-03	7.428E-03	4.103E-03	-3.325E-03	3.896E-03	-2.333E-03	2.073E-04	-9.928E-04
1.432E-03	5.069E-03	7.488E-03	4.137E-03	-3.350E-03	3.928E-03	-2.350E-03	2.096E-04	-9.998E-04
1.445E-03	5.110E-03	7.547E-03	4.172E-03	-3.375E-03	3.960E-03	-2.368E-03	2.118E-04	-1.007E-03
1.459E-03	5.152E-03	7.608E-03	4.207E-03	-3.400E-03	3.993E-03	-2.387E-03	2.141E-04	-1.014E-03
1.472E-03	5.194E-03	7.668E-03	4.243E-03	-3.426E-03	4.026E-03	-2.405E-03	2.165E-04	-1.021E-03
1.486E-03	5.236E-03	7.730E-03	4.278E-03	-3.451E-03	4.060E-03	-2.423E-03	2.188E-04	-1.028E-03
1.500E-03	5.279E-03	7.791E-03	4.314E-03	-3.477E-03	4.093E-03	-2.442E-03	2.212E-04	-1.035E-03
1.514E-03	5.322E-03	7.854E-03	4.351E-03	-3.503E-03	4.127E-03	-2.461E-03	2.236E-04	-1.042E-03
1.528E-03	5.365E-03	7.916E-03	4.387E-03	-3.529E-03	4.161E-03	-2.479E-03	2.260E-04	-1.050E-03
1.542E-03	5.409E-03	7.980E-03	4.424E-03	-3.556E-03	4.196E-03	-2.498E-03	2.284E-04	-1.057E-03
1.556E-03	5.453E-03	8.043E-03	4.461E-03	-3.582E-03	4.230E-03	-2.518E-03	2.308E-04	-1.065E-03
1.570E-03	5.497E-03	8.108E-03	4.499E-03	-3.609E-03	4.265E-03	-2.537E-03	2.333E-04	-1.072E-03
1.585E-03	5.542E-03	8.173E-03	4.537E-03	-3.636E-03	4.301E-03	-2.556E-03	2.358E-04	-1.080E-03
1.600E-03	5.587E-03	8.238E-03	4.575E-03	-3.663E-03	4.336E-03	-2.576E-03	2.383E-04	-1.087E-03
1.614E-03	5.632E-03	8.304E-03	4.613E-03	-3.691E-03	4.372E-03	-2.596E-03	2.409E-04	-1.095E-03
1.629E-03	5.678E-03	8.370E-03	4.652E-03	-3.718E-03	4.409E-03	-2.616E-03	2.435E-04	-1.102E-03
1.644E-03	5.725E-03	8.437E-03	4.691E-03	-3.746E-03	4.445E-03	-2.636E-03	2.460E-04	-1.110E-03
1.660E-03	5.771E-03	8.505E-03	4.731E-03	-3.774E-03	4.482E-03	-2.656E-03	2.487E-04	-1.118E-03
1.675E-03	5.818E-03	8.573E-03	4.770E-03	-3.802E-03	4.519E-03	-2.676E-03	2.513E-04	-1.126E-03
1.690E-03	5.866E-03	8.641E-03	4.810E-03	-3.831E-03	4.556E-03	-2.697E-03	2.540E-04	-1.134E-03
1.706E-03	5.914E-03	8.710E-03	4.851E-03	-3.860E-03	4.594E-03	-2.718E-03	2.567E-04	-1.142E-03
1.722E-03	5.962E-03	8.780E-03	4.892E-03	-3.889E-03	4.632E-03	-2.739E-03	2.594E-04	-1.150E-03
1.738E-03	6.010E-03	8.851E-03	4.933E-03	-3.918E-03	4.671E-03	-2.760E-03	2.621E-04	-1.158E-03
1.754E-03	6.060E-03	8.921E-03	4.974E-03	-3.947E-03	4.709E-03	-2.781E-03	2.649E-04	-1.166E-03
1.770E-03	6.109E-03	8.993E-03	5.016E-03	-3.977E-03	4.748E-03	-2.802E-03	2.677E-04	-1.174E-03
1.786E-03	6.159E-03	9.065E-03	5.058E-03	-4.007E-03	4.788E-03	-2.824E-03	2.705E-04	-1.183E-03
1.803E-03	6.209E-03	9.138E-03	5.101E-03	-4.037E-03	4.828E-03	-2.846E-03	2.733E-04	-1.191E-03
1.820E-03	6.260E-03	9.211E-03	5.144E-03	-4.067E-03	4.868E-03	-2.868E-03	2.762E-04	-1.199E-03
1.837E-03	6.311E-03	9.285E-03	5.187E-03	-4.098E-03	4.908E-03	-2.890E-03	2.791E-04	-1.208E-03
1.854E-03	6.362E-03	9.359E-03	5.231E-03	-4.129E-03	4.949E-03	-2.912E-03	2.820E-04	-1.216E-03
1.871E-03	6.414E-03	9.434E-03	5.275E-03	-4.160E-03	4.990E-03	-2.935E-03	2.849E-04	-1.225E-03
1.888E-03	6.467E-03	9.510E-03	5.319E-03	-4.191E-03	5.031E-03	-2.957E-03	2.879E-04	-1.234E-03
1.905E-03	6.519E-03	9.586E-03	5.364E-03	-4.223E-03	5.073E-03	-2.980E-03	2.909E-04	-1.242E-03
1.923E-03	6.573E-03	9.663E-03	5.409E-03	-4.254E-03	5.115E-03	-3.003E-03	2.939E-04	-1.251E-03
1.941E-03	6.626E-03	9.741E-03	5.454E-03	-4.286E-03	5.157E-03	-3.026E-03	2.970E-04	-1.260E-03
1.959E-03	6.681E-03	9.819E-03	5.500E-03	-4.319E-03	5.200E-03	-3.050E-03	3.001E-04	-1.269E-03
1.977E-03	6.735E-03	9.898E-03	5.546E-03	-4.351E-03	5.243E-03	-3.073E-03	3.032E-04	-1.278E-03
1.995E-03	6.790E-03	9.977E-03	5.593E-03	-4.384E-03	5.287E-03	-3.097E-03	3.063E-04	-1.287E-03
2.014E-03	6.846E-03	1.006E-02	5.640E-03	-4.417E-03	5.330E-03	-3.121E-03	3.095E-04	-1.296E-03
2.032E-03	6.902E-03	1.014E-02	5.687E-03	-4.451E-03	5.375E-03	-3.145E-03	3.127E-04	-1.305E-03
2.051E-03	6.958E-03	1.022E-02	5.735E-03	-4.484E-03	5.419E-03	-3.169E-03	3.159E-04	-1.315E-03
2.070E-03	7.015E-03	1.030E-02	5.783E-03	-4.518E-03	5.464E-03	-3.194E-03	3.192E-04	-1.324E-03
2.089E-03	7.072E-03	1.038E-02	5.832E-03	-4.552E-03	5.510E-03	-3.219E-03	3.225E-04	-1.334E-03
2.109E-03	7.130E-03	1.047E-02	5.881E-03	-4.587E-03	5.555E-03	-3.244E-03	3.258E-04	-1.343E-03
2.128E-03	7.189E-03	1.055E-02	5.931E-03	-4.621E-03	5.601E-03	-3.269E-03	3.291E-04	-1.353E-03
2.148E-03	7.247E-03	1.064E-02	5.980E-03	-4.656E-03	5.648E-03	-3.294E-03	3.325E-04	-1.362E-03
2.168E-03	7.307E-03	1.072E-02	6.031E-03	-4.692E-03	5.695E-03	-3.320E-03	3.359E-04	-1.372E-03
2.188E-03	7.366E-03	1.081E-02	6.082E-03	-4.727E-03	5.742E-03	-3.345E-03	3.394E-04	-1.382E-03
2.208E-03	7.427E-03	1.090E-02	6.133E-03	-4.763E-03	5.790E-03	-3.371E-03	3.428E-04	-1.392E-03
2.228E-03	7.488E-03	1.098E-02	6.184E-03	-4.799E-03	5.838E-03	-3.397E-03	3.463E-04	-1.401E-03
2.249E-03	7.549E-03	1.107E-02	6.236E-03	-4.835E-03	5.886E-03	-3.424E-03	3.499E-04	-1.411E-03
2.270E-03	7.611E-03	1.116E-02	6.289E-03	-4.872E-03	5.935E-03	-3.450E-03	3.534E-04	-1.422E-03
2.291E-03	7.673E-03	1.125E-02	6.342E-03	-4.909E-03	5.985E-03	-3.477E-03	3.570E-04	-1.432E-03
2.312E-03	7.736E-03	1.134E-02	6.395E-03	-4.946E-03	6.034E-03	-3.504E-03	3.607E-04	-1.442E-03
2.333E-03	7.799E-03	1.143E-02	6.449E-03	-4.984E-03	6.084E-03	-3.531E-03	3.643E-04	-1.452E-03
2.355E-03	7.863E-03	1.152E-02	6.503E-03	-5.022E-03	6.135E-03	-3.559E-03	3.680E-04	-1.463E-03
2.377E-03	7.928E-03	1.162E-02	6.558E-03	-5.060E-03	6.186E-03	-3.587E-03	3.718E-04	-1.473E-03
2.399E-03	7.993E-03	1.171E-02	6.613E-03	-5.098E-03	6.237E-03	-3.614E-03	3.755E-04	-1.484E-03
2.421E-03	8.058E-03	1.181E-02	6.668E-03	-5.137E-03	6.289E-03	-3.643E-03	3.793E-04	-1.494E-03
2.443E-03	8.124E-03	1.190E-02	6.725E-03	-5.176E-03	6.341E-03	-3.671E-03	3.832E-04	-1.505E-03
2.466E-03	8.191E-03	1.200E-02	6.781E-03	-5.215E-03	6.394E-03	-3.699E-03	3.870E-04	-1.516E-03
2.489E-03	8.258E-03	1.209E-02	6.838E-03	-5.255E-03	6.447E-03	-3.728E-03	3.909E-04	-1.527E-03
2.512E-03	8.326E-03	1.219E-02	6.896E-03	-5.295E-03	6.501E-03	-3.757E-03	3.949E-04	-1.538E-03
2.535E-03	8.394E-03	1.229E-02	6.954E-03	-5.335E-03	6.555E-03	-3.787E-03	3.988E-04	-1.549E-03
2.559E-03	8.463E-03	1.239E-02	7.012E-03	-5.376E-03	6.609E-03	-3.816E-03	4.029E-04	-1.560E-03
2.582E-03	8.532E-03	1.249E-02	7.071E-03	-5.417E-03	6.664E-03	-3.846E-03	4.069E-04	-1.571E-03
2.606E-03	8.602E-03	1.259E-02	7.131E-03	-5.458E-03	6.720E-03	-3.876E-03	4.110E-04	-1.582E-03
2.630E-03	8.673E-03	1.269E-02	7.191E-03	-5.500E-03	6.776E-03	-3.906E-03	4.151E-04	-1.594E-03
2.655E-03	8.744E-03	1.279E-02	7.251E-03	-5.542E-03	6.832E-03	-3.937E-03	4.193E-04	-1.605E-03
2.679E-03	8.816E-03	1.290E-02	7.312E-03	-5.584E-03	6.889E-03	-3.967E-03	4.235E-04	-1.617E-03
2.704E-03	8.888E-03	1.300E-02	7.374E-03	-5.627E-03	6.946E-03	-3.998E-03	4.277E-04	-1.628E-03
2.729E-03	8.961E-03	1.311E-02	7.436E-03	-5.670E-03	7.004E-03	-4.029E-03	4.320E-04	-1.640E-03
2.754E-03	9.035E-03	1.321E-02	7.498E-03	-5.713E-03	7.062E-03	-4.061E-03	4.363E-04	-1.652E-03
2.780E-03	9.109E-03	1.332E-02	7.561E-03	-5.757E-03	7.121E-03	-4.093E-03	4.406E-04	-1.664E-03
2.805E-03	9.184E-03	1.343E-02	7.625E-03	-5.801E-03	7.180E-03	-4.125E-03	4.450E-04	-1.676E-03
2.831E-03	9.259E-03	1.353E-02	7.689E-03	-5.845E-03	7.240E-03	-4.157E-03	4.494E-04	-1.688E-03
2.858E-03	9.335E-03	1.364E-02	7.754E-03	-5.890E-03	7.300E-03	-4.189E-03	4.539E-04	-1.700E-03
2.884E-03	9.412E-03	1.375E-02	7.819E-03	-5.935E-03	7.361E-03	-4.222E-03	4.584E-04	-1.713E-03
2.911E-03	9.489E-03	1.387E-02	7.885E-03	-5.980E-03	7.422E-03	-4.255E-03	4.630E-04	-1.725E-03
2.938E-03	9.568E-03	1.398E-02	7.951E-03	-6.026E-03	7.484E-03	-4.289E-03	4.675E-04	-1.737E-03
2.965E-03	9.646E-03	1.409E-02	8.018E-03	-6.072E-03	7.546E-03	-4.322E-03	4.722E-04	-1.750E-03
2.992E-03	9.726E-03	1.420E-02	8.086E-03	-6.119E-03	7.609E-03	-4.356E-03	4.768E-04	-1.763E-03
3.020E-03	9.806E-03	1.432E-02	8.154E-03	-6.166E-03	7.672E-03	-4.390E-03	4.816E-04	-1.775E-03
3.048E-03	9.886E-03	1.444E-02	8.223E-03	-6.213E-03	7.736E-03	-4.424E-03	4.863E-04	-1.788E-03
3.076E-03	9.968E-03	1.455E-02	8.292E-03	-6.260E-03	7.801E-03	-4.459E-03	4.911E-04	-1.801E-03
3.105E-03	1.005E-02	1.467E-02	8.362E-03	-6.308E-03	7.866E-03	-4.494E-03	4.960E-04	-1.814E-03
3.133E-03	1.013E-02	1.479E-02	8.432E-03	-6.357E-03	7.931E-03	-4.529E-03	5.008E-04	-1.828E-03
3.162E-03	1.022E-02	1.491E-02	8.503E-03	-6.406E-03	7.997E-03	-4.565E-03	5.058E-04	-1.841E-03
3.192E-03	1.030E-02	1.503E-02	8.575E-03	-6.455E-03	8.064E-03	-4.601E-03	5.107E-04	-1.854E-03
3.221E-03	1.038E-02	1.515E-02	8.647E-03	-6.504E-03	8.131E-03	-4.637E-03	5.158E-04	-1.868E-03
3.251E-03	1.047E-02	1.527E-02	8.720E-03	-6.554E-03	8.199E-03	-4.673E-03	5.208E-04	-1.881E-03
3.281E-03	1.056E-02	1.540E-02	8.793E-03	-6.605E-03	8.267E-03	-4.710E-03	5.259E-04	-1.895E-03
3.311E-03	1.064E-02	1.552E-02	8.867E-03	-6.656E-03	8.336E-03	-4.747E-03	5.311E-04	-1.909E-03
3.342E-03	1.073E-02	1.565E-02	8.942E-03	-6.707E-03	8.406E-03	-4.784E-03	5.363E-04	-1.923E-03
3.373E-03	1.082E-02	1.578E-02	9.017E-03	-6.758E-03	8.476E-03	-4.822E-03	5.415E-04	-1.937E-03
3.404E-03	1.091E-02	1.590E-02	9.093E-03	-6.810E-03	8.546E-03	-4.860E-03	5.468E-04	-1.951E-03
3.436E-03	1.100E-02	1.603E-02	9.170E-03	-6.863E-03	8.618E-03	-4.898E-03	5.522E-04	-1.965E-03
3.467E-03	1.109E-02	1.616E-02	9.247E-03	-6.916E-03	8.690E-03	-4.937E-03	5.575E-04	-1.979E-03
3.499E-03	1.118E-02	1.629E-02	9.325E-03	-6.969E-03	8.762E-03	-4.975E-03	5.630E-04	-1.994E-03
3.532E-03	1.127E-02	1.643E-02	9.404E-03	-7.023E-03	8.835E-03	-5.015E-03	5.685E-04	-2.008E-03
3.565E-03	1.137E-02	1.656E-02	9.483E-03	-7.077E-03	8.909E-03	-5.054E-03	5.740E-04	-2.023E-03
3.597E-03	1.146E-02	1.669E-02	9.563E-03	-7.132E-03	8.983E-03	-5.094E-03	5.796E-04	-2.038E-03
3.631E-03	1.155E-02	1.683E-02	9.643E-03	-7.187E-03	9.058E-03	-5.134E-03	5.852E-04	-2.053E-03
3.664E-03	1.165E-02	1.697E-02	9.725E-03	-7.242E-03	9.134E-03	-5.175E-03	5.909E-04	-2.068E-03
3.698E-03	1.175E-02	1.710E-02	9.807E-03	-7.298E-03	9.210E-03	-5.215E-03	5.966E-04	-2.083E-03
3.733E-03	1.184E-02	1.724E-02	9.889E-03	-7.354E-03	9.287E-03	-5.256E-03	6.024E-04	-2.098E-03
3.767E-03	1.194E-02	1.738E-02	9.973E-03	-7.411E-03	9.364E-03	-5.298E-03	6.082E-04	-2.113E-03
3.802E-03	1.204E-02	1.753E-02	1.006E-02	-7.469E-03	9.442E-03	-5.340E-03	6.141E-04	-2.129E-03
3.837E-03	1.214E-02	1.767E-02	1.014E-02	-7.526E-03	9.521E-03	-5.382E-03	6.201E-04	-2.144E-03
3.873E-03	1.224E-02	1.781E-02	1.023E-02	-7.584E-03	9.601E-03	-5.424E-03	6.261E-04	-2.160E-03
3.908E-03	1.234E-02	1.796E-02	1.031E-02	-7.643E-03	9.681E-03	-5.467E-03	6.321E-04	-2.176E-03
3.945E-03	1.244E-02	1.810E-02	1.040E-02	-7.702E-03	9.762E-03	-5.510E-03	6.382E-04	-2.192E-03
3.981E-03	1.254E-02	1.825E-02	1.049E-02	-7.762E-03	9.843E-03	-5.554E-03	6.444E-04	-2.208E-03
4.018E-03	1.265E-02	1.840E-02	1.058E-02	-7.822E-03	9.926E-03	-5.598E-03	6.506E-04	-2.224E-03
4.055E-03	1.275E-02	1.855E-02	1.067E-02	-7.883E-03	1.001E-02	-5.642E-03	6.568E-04	-2.241E-03
4.093E-03	1.286E-02	1.870E-02	1.076E-02	-7.944E-03	1.009E-02	-5.687E-03	6.632E-04	-2.257E-03
4.130E-03	1.297E-02	1.885E-02	1.085E-02	-8.005E-03	1.018E-02	-5.732E-03	6.695E-04	-2.274E-03
4.169E-03	1.307E-02	1.900E-02	1.094E-02	-8.067E-03	1.026E-02	-5.777E-03	6.760E-04	-2.290E-03
4.207E-03	1.318E-02	1.916E-02	1.103E-02	-8.130E-03	1.035E-02	-5.823E-03	6.825E-04	-2.307E-03
4.246E-03	1.329E-02	1.932E-02	1.112E-02	-8.193E-03	1.043E-02	-5.869E-03	6.890E-04	-2.324E-03
4.285E-03	1.340E-02	1.947E-02	1.122E-02	-8.257E-03	1.052E-02	-5.915E-03	6.956E-04	-2.341E-03
4.325E-03	1.351E-02	1.963E-02	1.131E-02	-8.321E-03	1.061E-02	-5.962E-03	7.023E-04	-2.359E-03
4.365E-03	1.362E-02	1.979E-02	1.141E-02	-8.386E-03	1.070E-02	-6.010E-03	7.090E-04	-2.376E-03
4.406E-03	1.374E-02	1.995E-02	1.150E-02	-8.451E-03	1.079E-02	-6.057E-03	7.158E-04	-2.394E-03
4.446E-03	1.385E-02	2.012E-02	1.160E-02	-8.516E-03	1.088E-02	-6.105E-03	7.226E-04	-2.411E-03
4.487E-03	1.396E-02	2.028E-02	1.170E-02	-8.583E-03	1.097E-02	-6.154E-03	7.295E-04	-2.429E-03
4.529E-03	1.408E-02	2.045E-02	1.180E-02	-8.649E-03	1.106E-02	-6.202E-03	7.365E-04	-2.447E-03
4.571E-03	1.420E-02	2.061E-02	1.190E-02	-8.717E-03	1.115E-02	-6.252E-03	7.435E-04	-2.465E-03
4.613E-03	1.431E-02	2.078E-02	1.200E-02	-8.785E-03	1.125E-02	-6.301E-03	7.506E-04	-2.483E-03
4.656E-03	1.443E-02	2.095E-02	1.210E-02	-8.853E-03	1.134E-02	-6.351E-03	7.577E-04	-2.502E-03
